,price,first_name,last_name,above_100
0,109.03727959999999,William,Dixon,True
1,262.5246522,Kristen,Horn,True
2,187.00725830000002,Kimberly,Chang,True
3,283.1746476,Mary,Ball,True
4,143.87158169999998,Benjamin,Craig,True
5,61.50899135,Cathy,Werner,False
6,48.6373091,Brandon,Bell,False
7,12.38946479,Paul,Farley,False
8,151.5954472,Sarah,Mcdaniel,True
9,75.62152103,Caroline,Anderson,False
10,147.0294047,Carl,Jones,True
11,244.18565269999996,Scott,Lee,True
12,17.86427032,Kaylee,Coleman,False
13,215.537283,Charles,Parker,True
14,38.35997063,Susan,Hess,False
15,204.1825486,Kiara,Collier,True
16,165.8514289,Mr.,Scott Martinez,True
17,30.30144506,Christopher,Ortega,False
18,243.17249109999997,Michael,Russell,True
19,287.49328560000004,Dwayne,Johnson,True
20,180.2344257,Patty,Smith,True
21,99.79911842,Deanna,Sherman,False
22,161.7688908,Douglas,Francis,True
23,18.64987672,Vicki,Diaz,False
24,244.9119836,Robin,Phillips,True
25,141.4988254,Travis,Rice,True
26,50.00303731,Ashley,Rocha,False
27,80.48182457,Sarah,Jacobson,False
28,98.91531394,Kayla,Shannon,False
29,220.62821769999996,Sean,Wang DDS,True
30,49.16869151,Richard,Estrada,False
31,150.1237842,Joseph,Torres,True
32,18.8434377,Kim,Jones,False
33,269.1840299,Melissa,Tanner,True
34,64.31251721,Jackson,Cline,False
35,296.2155012,Sonya,Foster,True
36,15.390831699999998,Allen,Williams,False
37,95.22843716,Mr.,Thomas Rivera,False
38,296.8244075,Jamie,Silva,True
39,92.50052419,Kathleen,Moore,False
40,169.2289293,Evelyn,Pineda,True
41,106.79909520000001,Kyle,Peters,True
42,49.10199817,Anthony,Cruz,False
43,122.9556986,Eric,Flores,True
44,254.49526060000002,Anna,Richardson,True
45,47.59652592,Gary,Harper,False
46,115.3627815,Linda,Johnson,True
47,87.97994846,Melissa,Smith,False
48,135.02304130000002,Kristen,Floyd,True
49,192.1491355,William,Diaz,True
50,134.9052939,Benjamin,Smith,True
51,216.2910463,David,Glenn,True
52,271.6144999,Dawn,Jones,True
53,14.4949198,Joel,Smith,False
54,268.6758682,Mr.,Larry Grimes MD,True
55,121.77504679999998,Joseph,Arnold,True
56,241.62163909999998,Kyle,Long,True
57,261.5460574,Brittany,Day,True
58,63.5130358,Bobby,Ward,False
59,254.07557709999998,Thomas,Lee,True
60,101.48873520000001,Jennifer,Hansen,True
61,176.0919174,Lisa,Murray,True
62,273.2303409,Meghan,Wade,True
63,84.88856949,Tammie,Brooks,False
64,264.07466519999997,Maria,Bell,True
65,130.3484426,Allison,Livingston,True
66,17.34276379,Chris,Hays,False
67,78.93257699,Courtney,Mitchell,False
68,188.0219256,Shawn,White,True
69,225.01982369999996,Taylor,Gomez,True
70,200.7248208,Jeremy,Rodriguez,True
71,66.24555967,April,Garcia,False
72,15.49738786,Zachary,Watts,False
73,206.82125469999997,Sarah,Montoya,True
74,89.18615989,Jennifer,Barker,False
75,72.35772704,Sharon,Garza,False
76,196.379322,Tiffany,Stevens,True
77,93.69836738,Ruben,Armstrong,False
78,271.162282,Dr.,Jeffrey Spencer,True
79,247.8596071,Nicole,Ramsey,True
80,277.9324821000001,Anne,Roy,True
81,285.6616405,Lori,Sanchez,True
82,126.85021100000002,Allison,Chavez,True
83,36.47040894,Marcus,Adams,False
84,16.31507197,Mary,Smith,False
85,178.45767419999999,Joseph,Reed,True
86,26.04525746,Jason,Armstrong,False
87,88.47561284,Jeff,Armstrong,False
88,247.83952549999998,Sean,Shields,True
89,104.742308,Jessica,Allison,True
90,99.11707917,Christian,Grant,False
91,180.35355890000002,Edward,Watson,True
92,142.090116,Derrick,Cooke,True
93,235.9669749,Arthur,Hall MD,True
94,139.4507994,Sean,Patrick,True
95,127.39257340000002,Heather,Collins,True
96,107.86244509999999,Megan,Gomez,True
97,114.6709254,William,Hale,True
98,8.608441014,Olivia,Thompson,False
99,18.85827433,Lori,Torres,False
100,214.9321807,Vickie,Hernandez,True
101,40.3199327,Kimberly,Brown,False
102,182.8545499,Sherry,Meza,True
103,44.11611704,Phillip,Hansen,False
104,28.68694329,Jeanette,Knight,False
105,27.63036397,Kayla,Hanson,False
106,284.4290554,James,Johnston,True
107,53.72799274,Dr.,John Porter,False
108,93.68075684,Elizabeth,Reyes,False
109,77.00624357,Kristen,Henry,False
110,160.3401593,Claudia,Anderson,True
111,18.71038619,Nicholas,Webb,False
112,206.04210680000003,Allison,Cooper,True
113,280.7741315,Zachary,Barnes,True
114,265.9765808,Gregory,Hill III,True
115,16.51163899,Terry,Ayers,False
116,290.4095461,Jessica,Wilson,True
117,190.3291917,Daniel,Frazier,True
118,218.2505083,Brian,Welch,True
119,123.18344270000001,Carol,Chavez,True
120,214.35031740000002,Ethan,Mcdonald,True
121,57.54786356,Gerald,Martinez,False
122,59.87926423,Eric,King,False
123,110.94631319999999,Sylvia,Walters,True
124,64.46710142,Jonathan,Lane,False
125,180.26287019999998,Matthew,Turner,True
126,30.51584181,Jeffrey,Bauer,False
127,54.90193651,Jessica,Shaffer,False
128,251.3752831,Chris,Spencer,True
129,236.0529879,Mary,Clarke,True
130,105.98348159999999,Timothy,Mendoza,True
131,182.343699,Alicia,Hoffman,True
132,144.8091344,Joseph,Gardner,True
133,297.94964060000007,Rachael,Rangel,True
134,194.27163380000002,Jeffrey,Harrington,True
135,158.543126,Sophia,Randolph,True
136,275.8719167,Debbie,Freeman,True
137,201.7749657,Matthew,Braun,True
138,268.3748402,Sheri,Hudson,True
139,204.0785754,Mary,King,True
140,155.0680648,Beth,Davis,True
141,193.9063244,Margaret,Castillo,True
142,172.283041,Tommy,Sandoval,True
143,46.55435299,Christopher,Hines,False
144,208.35969690000002,Richard,Wright,True
145,278.52308860000005,Michael,Brown,True
146,134.1895098,Nathan,Yu,True
147,248.89213819999998,Cameron,Ford,True
148,265.3745759,Carla,Hayes,True
149,136.09257769999996,Marissa,Matthews,True
150,237.15924159999997,Dr.,Samuel Thompson,True
151,168.94476840000002,Gary,Figueroa,True
152,146.88868490000002,Michael,West,True
153,140.3400576,Martin,Walton,True
154,8.667301582999999,Zachary,Lee,False
155,67.01185633,Christopher,Stephenson,False
156,117.72424579999999,Eric,Ortiz,True
157,56.23964364,Kara,Pittman,False
158,295.9391812,Andrew,Cowan,True
159,259.03975049999997,Rhonda,Moss DDS,True
160,92.82627714,Sarah,Williams,False
161,236.24728880000004,Carolyn,Collins,True
162,135.2701794,Larry,Mooney,True
163,294.25806989999995,Laura,Livingston,True
164,84.58145758,Candace,Mckenzie,False
165,124.74645430000001,Candace,Wallace,True
166,218.43180409999997,Jason,White,True
167,89.01176826,Patricia,Reynolds,False
168,244.47171060000002,Michael,Ellison,True
169,238.45609669999996,Melissa,Robles,True
170,109.6264717,Heidi,Fry,True
171,163.95738559999998,James,Smith,True
172,48.45811847,Charles,Ruiz,False
173,9.144974191000001,Stephanie,Green DDS,False
174,106.61920390000002,Stacey,Garcia,True
175,206.3635063,Glenda,Burke,True
176,104.052369,Zachary,Alvarez,True
177,2.448211506,Rachel,Shaw,False
178,269.623685,Carmen,Beard,True
179,186.90357749999998,Tony,Daniels,True
180,70.74105982,Randy,Mora,False
181,128.9497508,George,Aguirre,True
182,297.0405639,James,Miller,True
183,17.30622156,Jacqueline,Williams,False
184,121.2898903,April,Taylor,True
185,131.62377790000002,Robert,Johnson,True
186,280.9706506,Gary,White,True
187,192.7758756,Kim,Lowe,True
188,136.3415564,Samantha,Jones,True
189,16.30104965,Randy,Lozano,False
190,6.903795238,Arthur,Chavez,False
191,162.6066945,Melissa,Miller,True
192,282.5021066,Leslie,Mccormick,True
193,63.21802404,Carlos,Rubio,False
194,86.53219266,David,York,False
195,7.638645405,Gabriella,Anthony,False
196,117.85417199999999,Olivia,Poole,True
197,74.67047228,Wayne,Wilson,False
198,267.3988136,Elizabeth,Moore,True
199,33.4533981,Janice,Campbell,False
200,63.64156782,Julie,Johnson,False
201,189.0392091,Misty,Cantrell,True
202,109.0138357,Robert,Soto,True
203,60.84957659,Brenda,Cowan,False
204,259.5112157,Kelly,Guerrero,True
205,19.48524858,David,Nichols,False
206,186.2356283,Kayla,Taylor,True
207,125.47721259999999,Antonio,Garcia,True
208,186.58982949999998,Tyler,Cisneros,True
209,158.8172773,Jillian,Crawford,True
210,132.7746811,Karl,Pierce,True
211,276.9621962,Joann,Taylor,True
212,59.12858208,Jennifer,Jenkins,False
213,78.87073418,Nancy,Brown,False
214,120.8428757,Emma,Munoz,True
215,141.0298622,Shawn,Galloway,True
216,213.08212039999998,Melissa,Mcguire,True
217,125.396156,Bryan,Chavez,True
218,256.1537305,Fernando,Salazar,True
219,251.34779849999998,Megan,Moore,True
220,175.209725,Robert,Williams,True
221,29.45043264,Dennis,Sanford,False
222,154.8076505,Kimberly,Herrera,True
223,289.1049353,Gloria,Potts,True
224,8.470995351000001,Suzanne,Barnett,False
225,44.5579739,Leah,Myers,False
226,13.45341602,Kylie,Thomas,False
227,50.55321552,Amanda,Murphy,False
228,282.3634971,Christopher,Matthews,True
229,52.28399767,Nicole,Parks,False
230,205.4899695,Bobby,Martin,True
231,121.17110159999999,Kevin,Chambers,True
232,250.2880742,Kimberly,Lawson,True
233,101.8881123,Rachel,Lopez,True
234,219.3845088,Christopher,Clay,True
235,0.30019336,Daniel,Martin,False
236,66.55747014,William,Taylor,False
237,111.293282,Steven,Johnson,True
238,80.57756789,Daniel,Miller,False
239,187.6315408,Taylor,Bryant,True
240,194.7926312,Lauren,Jones,True
241,22.73764686,Lindsey,Robertson,False
242,168.33349750000002,Allison,Thomas,True
243,216.1870446,Vernon,Bishop,True
244,132.918526,Susan,Parsons,True
245,210.39608629999998,Brady,Snyder,True
246,174.69835669999998,Brent,Mcgrath,True
247,278.60801810000004,Peter,Smith,True
248,248.12282340000002,Deborah,Fox,True
249,147.4274074,Heather,Collins,True
250,102.7977472,Phillip,Meyers,True
251,275.40083639999995,Nicholas,Hubbard,True
252,62.31681444,Misty,Ramirez,False
253,85.87388958,Scott,Johnson,False
254,253.46747870000002,Jay,Nixon,True
255,61.19716522,Tony,Hall,False
256,41.49264584,Taylor,Smith,False
257,70.49794436,Mark,Reynolds,False
258,155.48545330000002,Marilyn,Christensen,True
259,185.451601,Denise,Atkins,True
260,228.0025997,Melissa,Gonzales,True
261,229.6628876,Henry,Hoffman,True
262,59.52753518,Daisy,Davenport,False
263,122.7131699,Christopher,Paul,True
264,148.20105159999997,Kevin,Craig,True
265,122.14404520000001,Natalie,Coleman,True
266,130.8435662,Jeremy,Strickland,True
267,162.6152534,Gary,Bonilla,True
268,236.5957164,Amanda,Richards,True
269,245.17572280000002,Heidi,Perez,True
270,174.69223459999998,Robert,Johnson,True
271,183.8363212,Gary,Mills,True
272,16.12083718,Chelsea,Caldwell,False
273,223.27741749999998,John,Frye,True
274,220.41223219999998,Michael,Strong,True
275,85.78279752,Christopher,Delgado,False
276,253.45561830000003,Whitney,Wallace,True
277,59.68320226,Rebecca,Martinez,False
278,116.9634653,Marissa,Mccoy,True
279,38.99584409,Ricky,Kerr,False
280,249.92134040000002,Anna,Campbell,True
281,73.38808729,Marie,Walters,False
282,38.22288302,Robert,Martin,False
283,162.2802619,Marc,Davis,True
284,159.37943280000002,James,Dixon,True
285,186.1602427,Vicki,Ramirez,True
286,161.2338436,Krista,Campbell,True
287,170.2123273,Lauren,Patterson,True
288,290.2581556,Megan,Clark,True
289,219.58882549999998,Judy,Zimmerman,True
290,210.7841859,Joseph,Williams MD,True
291,210.6602899,Lori,Acevedo,True
292,275.6331763,William,Taylor,True
293,248.98404169999998,Dawn,Snyder,True
294,80.68353707,Jennifer,Simmons,False
295,163.80090019999997,Alyssa,Nunez,True
296,63.92800482,Robert,Black,False
297,239.2396683,Julia,Young,True
298,227.2506352,Melinda,Barnes,True
299,154.1341836,Mr.,Brett Armstrong,True
300,246.0040722,Erik,Stevenson,True
301,34.80089308,Daniel,George,False
302,197.7020395,Lindsey,Jones,True
303,227.4255915,Virginia,Lopez,True
304,92.88318049,Andrew,Brown,False
305,264.8326094,Donna,Lowery,True
306,6.313985183,Alexis,Andrade,False
307,47.74032516,Alyssa,Pierce,False
308,38.26768696,Tara,Johnson,False
309,162.0594322,Michael,Brady,True
310,51.92414009,James,Rhodes,False
311,42.43333392,Pamela,Scott,False
312,170.94982480000002,Martin,Ward,True
313,107.69157179999999,Kristina,Hernandez,True
314,87.18004191,Robert,Bush,False
315,214.3895725,Rebecca,Larson,True
316,190.520018,Brittany,Watson,True
317,249.7287913,Ryan,Ramirez,True
318,87.64996993,Edward,Burns,False
319,31.73842034,John,Prince,False
320,107.6625992,Ashley,Boyer,True
321,61.6954542,James,Dean,False
322,268.2800094,Natalie,Gordon,True
323,136.207813,Ryan,Smith,True
324,54.29639714,Stephen,Thompson,False
325,96.25442517,William,Delgado,False
326,124.929208,Brian,Johnson,True
327,216.6056429,James,Patel,True
328,145.4342467,Allen,Rogers,True
329,277.6656815,Aimee,Reyes,True
330,255.21535319999995,Susan,Williams,True
331,108.62052220000001,Edward,Griffin,True
332,296.5003089,Debra,Baker,True
333,279.9371174,Yvette,Kramer,True
334,270.8972241,Alyssa,Williams DVM,True
335,173.0242833,John,Cunningham,True
336,86.51917139,Dana,Gilbert,False
337,146.15155780000003,Stephen,Henry,True
338,137.9824935,Bradley,James,True
339,16.83003044,Melinda,Peters,False
340,213.54239840000002,Robert,Goodman,True
341,195.96307990000003,Leslie,Moore,True
342,270.79472880000003,Sarah,Gray,True
343,258.5062773,Amy,Haynes,True
344,184.425152,Gary,Dean,True
345,224.5361417,Jonathan,Duran,True
346,124.66944950000001,Elizabeth,Ruiz,True
347,196.3598959,Caitlin,Lewis,True
348,10.44317525,Micheal,Blackburn,False
349,159.9519731,Sheryl,Mccarthy,True
350,150.9122679,Lisa,Smith,True
351,247.56064569999998,Jared,Juarez,True
352,217.3328585,Brett,Castro,True
353,175.30221840000002,Jessica,Murray,True
354,16.25913962,Austin,Coffey,False
355,3.8567620519999997,Shelly,Jacobs,False
356,298.74232810000007,Elizabeth,Logan,True
357,128.0814967,Cody,Anderson,True
358,256.05287599999997,Kayla,Wood,True
359,157.9636169,Paul,Singh DDS,True
360,245.24330719999998,James,Mays,True
361,244.5914982,Thomas,Moore,True
362,299.60400699999997,Linda,Pacheco,True
363,66.32311808,Jenny,Clark,False
364,223.49659810000003,Patrick,Guzman,True
365,229.487331,Mr.,Scott Peters,True
366,23.09927229,John,Stevenson,False
367,154.68058259999998,Kristina,Brooks,True
368,63.38787527,Nancy,Aguilar,False
369,132.73295359999997,Robert,Brown,True
370,255.95815770000002,Jessica,Williams,True
371,290.59448060000005,David,Brown,True
372,242.56454,Dorothy,Munoz,True
373,76.09246622,Jason,Lawson,False
374,167.9698314,James,Hall,True
375,46.08147123,Patricia,Carpenter,False
376,64.36052627,Jeff,Cardenas,False
377,19.18945036,Michelle,Johnson,False
378,17.34021424,Frank,Madden,False
379,291.4292653,George,Tanner,True
380,40.65328581,Dylan,Johnson,False
381,282.4817647,Pamela,King,True
382,95.66568525,Jesse,Frazier,False
383,103.2235913,Edward,Russell,True
384,183.096436,Diana,Mcdonald,True
385,192.1441514,Randy,Dawson,True
386,286.16923360000004,Jasmine,Williams,True
387,124.219007,Robert,Smith,True
388,183.9944858,Sara,Young,True
389,205.5899257,Samantha,Gonzalez,True
390,286.2681619,Christina,Torres,True
391,141.9076294,Maria,Bailey,True
392,94.22658657,Charles,Bartlett,False
393,238.01615890000002,Natalie,Parker,True
394,48.88381678,Paula,Hernandez DDS,False
395,14.94777896,Jessica,Jenkins,False
396,223.07613089999998,Drew,Henson,True
397,17.98090899,Michael,Davis,False
398,23.68465648,Ian,Ramos,False
399,235.5824596,Anna,Wright,True
400,74.40865878,Ashley,Anderson,False
401,298.1278773,Jennifer,Wright,True
402,67.72888616,Nicole,Lopez,False
403,21.92761435,Tara,Ellis,False
404,42.35003061,Hannah,Elliott,False
405,116.36642420000001,Gavin,Rodriguez,True
406,291.5968901,Johnny,Jackson,True
407,147.06705559999997,Martin,Garrett,True
408,167.36096730000003,Terri,Hayes,True
409,260.8409357,Adam,Huang,True
410,104.41065350000001,Carolyn,Garner,True
411,130.22025109999998,Lisa,Lee,True
412,8.711600244,Rodney,Escobar,False
413,144.5450063,Michael,Johnson,True
414,55.94822858,Michelle,Carter DVM,False
415,81.5436983,John,Dunn,False
416,297.86618239999996,Terry,Pierce,True
417,258.79109040000003,David,Buck,True
418,149.30963630000002,Jennifer,Newman,True
419,246.5934196,Cynthia,Lee,True
420,299.52523510000003,Sylvia,Clark,True
421,86.08285036,Joseph,Taylor,False
422,37.42180870000001,Kathleen,Barton,False
423,52.86340979,Michael,Harris Jr.,False
424,172.1967218,Eric,Benson,True
425,44.51322087,Curtis,Butler,False
426,51.04878875,Brittany,Le,False
427,101.161794,Jeremiah,Sims,True
428,290.4227547,David,Davis,True
429,181.4895479,Tiffany,Bond,True
430,61.60059465,Patricia,Chen,False
431,181.76037490000002,William,Crawford,True
432,29.28680092,Christina,Roberts,False
433,232.1441336,Jerome,Scott,True
434,272.0840276,Jeffery,Walker,True
435,212.17336319999998,Todd,Alvarez,True
436,223.9911858,John,Henry,True
437,156.36757780000002,James,Miles,True
438,31.19720611,Michael,Downs,False
439,6.095911005,Kayla,Wheeler,False
440,161.27522869999999,Charles,Martin,True
441,135.04235500000001,Harold,Bennett,True
442,200.39235280000003,Michael,Swanson,True
443,79.80353707,Janet,Mcdonald,False
444,244.40641150000002,Brett,Willis,True
445,27.92322882,Jacob,Smith,False
446,167.5688585,Alexa,Webb,True
447,40.12200004,Louis,Klein,False
448,15.74238645,Tony,Yu,False
449,121.07840959999999,Lisa,Goodman,True
450,36.97352302,Kimberly,Hernandez,False
451,145.84183080000003,Phillip,Friedman,True
452,2.900394487,Brian,Lam,False
453,251.8510287,Kristin,Wilkins,True
454,188.87811100000002,Joshua,Lynch,True
455,276.65121569999997,Blake,Mclaughlin,True
456,10.00480704,Billy,Olsen,False
457,179.61580859999998,Shawn,Brock,True
458,222.69520759999997,Danielle,Jones,True
459,60.12919733,Jim,Gomez,False
460,178.7453853,Sabrina,Henderson,True
461,245.3184012,David,Pennington,True
462,137.015971,Deborah,Williams,True
463,227.0047204,Stephanie,Bowman,True
464,176.45330230000002,Joseph,Frazier,True
465,249.86437599999996,Ryan,Mclaughlin,True
466,135.8550959,Tony,Hall,True
467,289.2653637,Timothy,Martin,True
468,261.8481216,John,Obrien,True
469,53.80589508,Barbara,Johnson,False
470,139.84778269999998,Brandon,Marshall,True
471,11.55550873,Carrie,Miller,False
472,261.61934069999995,Samantha,Dean,True
473,87.74932378,Jamie,Wilson,False
474,236.6035296,Carlos,Acosta,True
475,228.74945780000002,Amy,Bennett,True
476,116.64359540000001,Dominique,Wells,True
477,237.51607830000003,Sarah,Bright,True
